mes,categoria_alojamiento,periodo_antelacion,valoraciones_norm,tiene_valoraciones,tipo_dia,precio
9,hotel 3 estrellas,1 mes,3.4065,True,semana,98.0
9,hotel 3 estrellas,1 semana,3.4065,True,semana,97.0
9,hotel 3 estrellas,2 semanas,3.4065,True,semana,97.0
9,hotel 3 estrellas,3 meses,3.4065,True,semana,96.0
9,hotel 4 estrellas,1 mes,2.842,True,semana,101.0
9,hotel 4 estrellas,1 semana,2.842,True,semana,104.0
9,hotel 4 estrellas,2 semanas,2.842,True,semana,104.0
9,hotel 4 estrellas,3 meses,2.842,True,semana,98.0
9,hotel 5 estrellas,1 mes,4.296,True,semana,183.0
9,hotel 5 estrellas,1 semana,4.296,True,semana,180.0
9,hotel 5 estrellas,2 semanas,4.296,True,semana,177.0
9,hotel 5 estrellas,3 meses,4.296,True,semana,181.0
10,hotel 3 estrellas,1 mes,3.989,True,semana,80.0
10,hotel 3 estrellas,1 semana,3.989,True,semana,83.0
10,hotel 3 estrellas,2 semanas,3.989,True,semana,83.0
10,hotel 3 estrellas,3 meses,3.989,True,semana,85.0
10,hotel 4 estrellas,1 mes,3.806,True,semana,78.0
10,hotel 4 estrellas,1 semana,3.806,True,semana,80.0
10,hotel 4 estrellas,2 semanas,3.806,True,semana,78.0
10,hotel 4 estrellas,3 meses,3.806,True,semana,78.0
10,hotel 5 estrellas,1 mes,0.7805,True,semana,133.0
10,hotel 5 estrellas,1 semana,0.7805,True,semana,128.0
10,hotel 5 estrellas,2 semanas,0.7805,True,semana,127.0
10,hotel 5 estrellas,3 meses,0.7805,True,semana,130.0
11,hotel 3 estrellas,1 mes,2.9455,True,semana,69.0
11,hotel 3 estrellas,1 semana,2.9455,True,semana,70.0
11,hotel 3 estrellas,2 semanas,2.9455,True,semana,71.0
11,hotel 3 estrellas,3 meses,2.9455,True,semana,69.0
11,hotel 4 estrellas,1 mes,3.4915,True,semana,72.0
11,hotel 4 estrellas,1 semana,3.4915,True,semana,80.0
11,hotel 4 estrellas,2 semanas,3.4915,True,semana,74.0
11,hotel 4 estrellas,3 meses,3.4915,True,semana,74.0
11,hotel 5 estrellas,1 mes,3.9255,True,semana,81.0
11,hotel 5 estrellas,1 semana,3.9255,True,semana,71.0
11,hotel 5 estrellas,2 semanas,3.9255,True,semana,75.0
11,hotel 5 estrellas,3 meses,3.9255,True,semana,84.0
12,hotel 3 estrellas,1 mes,3.7325,True,semana,73.0
12,hotel 3 estrellas,1 semana,3.7325,True,semana,73.0
12,hotel 3 estrellas,2 semanas,3.7325,True,semana,73.0
12,hotel 3 estrellas,3 meses,3.7325,True,semana,75.0
12,hotel 4 estrellas,1 mes,3.2505,True,semana,78.0
12,hotel 4 estrellas,1 semana,3.2505,True,semana,80.0
12,hotel 4 estrellas,2 semanas,3.2505,True,semana,80.0
12,hotel 4 estrellas,3 meses,3.2505,True,semana,77.0
